File Name,Duration (seconds),File Size with Header (bytes),Transcription
IISc_VaaniProject_M_BR_Vaishali_Parv76886_0952400000_UPVNGS_161131_17522_20210.wav,2.688,87314,AMPEMN THAT  WANT TO LITTLE CRESAVEME THAT
IISc_VaaniProject_M_BR_Vaishali_Pint51496_1418590000_BHVSBO_338120_17440_20128.wav,2.688,87314,ET LENISCIARDME HELA
IISc_VaaniProject_M_BR_Vaishali_Reem80997_1524320000_BHVSAUR_219534_16642_19330.wav,2.688,87314,ET COULD A DON ME LIT IN GONG OUT BAT A LA BA WAY
IISc_VaaniProject_M_BR_Vaishali_Khus21461_1415270000_BHVSHO_212844_448_3136.wav,2.688,87314,YO A COHOTAL HEAD YOKIN DECNAVRY
IISc_VaaniProject_M_BR_Vaishali_Ansh06430_1020060000_BHVSWAM_340017_245_2933.wav,2.688,87314,TEG SIME E GID TAT A FENDY
IISc_VaaniProject_M_BR_Vaishali_Jeta22185_0811590000_APCTEC_187975_13325_16013.wav,2.688,87314,OS WLY WORLI AT TAOVITITEDE HA
IISc_VaaniProject_M_BR_Vaishali_Parv19572_0934450000_CGBTMA_32009_12288_14976.wav,2.688,87314,BISQUI TER LICTUR HER
IISc_VaaniProject_M_BR_Vaishali_Rajn16670_1726420000_TGKGY_168875_8822_11510.wav,2.688,87314,USKI BA JU MAY GOD THE BLL DE KAI DE RAHEAD
IISc_VaaniProject_M_BR_Vaishali_Renu87705_0832170000_KTCMMQ_181099_11659_14347.wav,2.688,87314,E NOT MINUT A THE GELE GIGBLI EN A HA
IISc_VaaniProject_M_BR_Vaishali_Rake44560_0835520000_BHVSOTHER_339292_6357_9045.wav,2.688,87314,OR RETNICGIRLY IT TOT HERSE
IISc_VaaniProject_M_BR_Sitamarh_Swet22963_1112290000_BHSMGY_98280_7840_10528.wav,2.688,87314,OT WETEVERTHE BOSTE LAGIN WI HA HAP P
IISc_VaaniProject_M_BR_Sitamarh_ramb69141_1128510000_CGKDBO_280051_7264_9952.wav,2.688,87314,NO LIGAGE AH I WUZ A JULI MAR
IISc_VaaniProject_M_BR_Sitamarh_DHAR72635_1000040000_IMG_20220909_163504_8394_11082.wav,2.688,87314,ORRO BALAMEC OR A DARINGHER
IISc_VaaniProject_M_BR_Sitamarh_Madh35150_1156570000_CGBTBA_124314_10624_13312.wav,2.688,87314,AL BAAN EMBRACING LEGGAR WHO ERHEAD
IISc_VaaniProject_M_BR_Sitamarh_Vidh31243_0612310000_IMG_20220910_155435_9354_12042.wav,2.688,87314,JOSIDAMA DENAHI THE KEEN ART O WHICH
IISc_VaaniProject_M_BR_Sitamarh_Madh35150_1257310000_BHSMMA_333675_16288_18976.wav,2.688,87314,OUT YEHOW SADI CAVE DUCAN
IISc_VaaniProject_M_BR_Sitamarh_44544_0314500000_BHVSBC_338142_1600_4288.wav,2.688,87314,NOW BUT THEY COULD AL LOOK
IISc_VaaniProject_M_BR_Sitamarh_Anil45554_0626200000_BHSMDA_332985_1024_3712.wav,2.688,87314,TUS BEAT MET GUY CO CATAL
IISc_VaaniProject_M_BR_Sitamarh_Priy65019_0442440000_APVEV_115974_15562_18250.wav,2.688,87314,AN BROUT A TOKE DE PODITION GIGEY HAR
IISc_VaaniProject_M_BR_Sitamarh_Babi63826_0902380000_BHSMOTHER_333733_8629_11317.wav,2.688,87314,ANDMIS OF DIETER SI UTYSLOO
IISc_VaaniProject_M_BR_Sitamarh_15653_0851140000_CGBTDAF_206408_2346_5034.wav,2.688,87314,BAHO SA BUT A A SCOOL A
IISc_VaaniProject_M_BR_Sitamarh_Anil45554_0524130000_BHSMSC_333940_13098_15786.wav,2.688,87314,CONTHIN IH I SCARY ALL TO BE A CHOUT THA
IISc_VaaniProject_M_BR_Sitamarh_Priy22579_0555580000_BHSMOTHER_349125_3040_5728.wav,2.688,87314,WHO IS BU DIMPLE RUDABL LAGA GUA HER
IISc_VaaniProject_M_BR_Sitamarh_Gaya31667_0334080000_TGNLSH_14968_16202_18890.wav,2.688,87314,IRED TIN SOMECONSELARATON WHICH
IISc_VaaniProject_M_BR_Sitamarh_Indu60055_1604550000_APCTCA_163064_362_3050.wav,2.688,87314,WHOAR MARTHA YO WITH
IISc_VaaniProject_M_BR_Sitamarh_Sach07680_1015030000_BHSMGT_13445_4597_7285.wav,2.688,87314,A BEECH MERA STAG ARKIN TE IZANICA
IISc_VaaniProject_M_BR_Sitamarh_Gudi72377_0307490000_BHSMTO_334104_16512_19200.wav,2.688,87314,BOTH A BAT I HA KIPKI
IISc_VaaniProject_M_BR_Sitamarh_Mani57146_0906400000_MRAFE_207067_13866_16554.wav,2.688,87314,ORIAABOAD THE TEDEGRED GAGE
IISc_VaaniProject_M_BR_Sitamarh_Savi90655_1138520000_BHSMGY_333346_9162_11850.wav,2.688,87314,YOU NA PAF WITH MISS KETDY YE LOK A A HE
IISc_VaaniProject_M_BR_Sitamarh_Ajay24359_0609270000_KTDKATES_219784_8842_11530.wav,2.688,87314,BOYS CARE YOUR BET GULLS CHIBICAPRIMILTE
IISc_VaaniProject_M_BR_Sitamarh_Mani57146_0806260000_BHSMRE_333922_20245_22933.wav,2.688,87314,OR  HOTPY LIGHT WHITE WILLO OVER
IISc_VaaniProject_M_BR_Sitamarh_Ompr33613_0718430000_KKFI_292469_16768_19456.wav,2.688,87314,BOUT THA CHASAMOTREOS ONNEROMATRY OF TISON
IISc_VaaniProject_M_BR_Sitamarh_50190048_0659230000_MRDGT_294897_10272_12960.wav,2.688,87314,GRIL GIDIDES ISCOVOLDAE
IISc_VaaniProject_M_BR_Sitamarh_Madh35150_1330060000_APATFLM_81568_9984_12672.wav,2.688,87314,IL DOGI ME POL O VI DA KE WEN
IISc_VaaniProject_M_BR_Sitamarh_DHAR72635_0959040000_BHGJFR_4807_19520_22208.wav,2.688,87314,OR BESSE DIC I'M NEVER LESSA LAGRAT
IISc_VaaniProject_M_BR_Sitamarh_Ranj84161_0701210000_BHSMDA_332983_11552_14240.wav,2.688,87314,OL COMIN PO PALOT OF HEHED WOULD WE HI THE HED HE HER
IISc_VaaniProject_M_BR_Sitamarh_Sach07680_1035210000_IMG_20220910_085114_6165_8853.wav,2.688,87314,DEEP AR DEEP MESID MOUTH OF YENACICAR THERE
IISc_VaaniProject_M_BR_Sitamarh_Avde72766_1656080000_BHSMFM_349033_20608_23296.wav,2.688,87314,YES PE GAD ME BAKS A JAR
IISc_VaaniProject_M_BR_Sitamarh_Reet12946_0828530000_BHSMFA_349175_18048_20736.wav,2.688,87314,U DU AEMACANTE
IISc_VaaniProject_M_BR_Sitamarh_Sima75620_0907370000_BHSMMQ_287292_7296_9984.wav,2.688,87314,EN DIG NAMINBOD CASU TAT THE LOVES O A HEE
IISc_VaaniProject_M_BR_Sitamarh_Ibra87854_0945300000_BHSMFA_349004_1738_4426.wav,2.688,87314,MAD LA KIND HANDLE AN ACONCOLOKINA
IISc_VaaniProject_M_BR_Sitamarh_Raje26557_0849360000_BHSMFM_349061_17248_19936.wav,2.688,87314,ON THE GARD OF  GUNLADERADIJERA E
IISc_VaaniProject_M_BR_Sitamarh_Devn53593_0209150000_BHSMGY_98295_10186_12874.wav,2.688,87314,I NAFAS HET REA TO DO
IISc_VaaniProject_M_BR_Sitamarh_Madh72237_1316500000_UPVNMA_43863_6346_9034.wav,2.688,87314,A PAPITA SONTRA CILA
IISc_VaaniProject_M_BR_Sitamarh_Vidh31243_0611240000_CGKDZO_115878_13088_15776.wav,2.688,87314,FARBLE  IS NOTETROLE
IISc_VaaniProject_M_BR_Sitamarh_Indu85291_0857270000_BHJMCYR_142248_2880_5568.wav,2.688,87314,IN A GUT IS MISS ALGILAIR
IISc_VaaniProject_M_BR_Sitamarh_Ragi38060_1559390000_BHSMOTHER_333740_1674_4362.wav,2.688,87314,NEA HABESUND HEARD
IISc_VaaniProject_M_BR_Sitamarh_Soni41120_0231230000_UPVNTO_55428_19584_22272.wav,2.688,87314,SUVERIC AN ADARAHE BOTHIA T
IISc_VaaniProject_M_BR_Sitamarh_Ruby3565_1051330000_CGBMEX_346516_12320_15008.wav,2.688,87314,E SARIS O PTE CARTA HER HER
IISc_VaaniProject_M_BR_Sitamarh_Sika49193_0519270000_BHGJSTF_3118_16885_19573.wav,2.688,87314,ATAVALCA ROTEE
IISc_VaaniProject_M_BR_Sitamarh_Madh35150_1257310000_BHSMMA_333675_13162_15850.wav,2.688,87314,A BAHOOSON THA DE CNIME LAGRA
IISc_VaaniProject_M_BR_Sitamarh_Rama87419_1515290000_BHSMWAS_349008_8586_11274.wav,2.688,87314,GY I PUCK CARLYWOOD A HAN
IISc_VaaniProject_M_BR_Sitamarh_Prem21540_1154130000_CGBTFT_85892_18613_21301.wav,2.688,87314,HUNGEFET VICNAMOGE ILADISA
IISc_VaaniProject_M_BR_Sitamarh_Anil45554_0624220000_BHSMGS_343998_1173_3861.wav,2.688,87314,YET TE MEET MET GOOD TUCKA
IISc_VaaniProject_M_BR_Sitamarh_Anja19251_1701570000_KTBBO_197925_7552_10240.wav,2.688,87314,DO HIDE U IR FOT DECLARE A SMI RUBE THAT E
IISc_VaaniProject_M_BR_Sitamarh_Sita56786_0830530000_BHSMMA_333670_9621_12309.wav,2.688,87314,YOUARE BOL TALIPI OT YETNNTHIN
IISc_VaaniProject_M_BR_Sitamarh_Pooj55284_0312520000_BHSMWAM_334144_256_2944.wav,2.688,87314,HILOHON DACA EXOO
IISc_VaaniProject_M_BR_Sitamarh_Anil45554_0540430000_BHSMGT_333234_9984_12672.wav,2.688,87314,GO DICANEME ATA LAGRAE
IISc_VaaniProject_M_BR_Sitamarh_Shri39837_1254480000_BHSMLK_333614_16512_19200.wav,2.688,87314,TAM DA FAMEHE DOTAPILO MERRY IRAN
IISc_VaaniProject_M_BR_Sitamarh_Rama87419_1529040000_TGKPG_15583_4768_7456.wav,2.688,87314,YES MAR BOSU DU LE HER
IISc_VaaniProject_M_BR_Sitamarh_DHAR72635_0952300000_BHSMOTHER_333071_11584_14272.wav,2.688,87314,O D O OW GODAK IN HER
IISc_VaaniProject_M_BR_Sitamarh_Megh47093_0722130000_BHSMGA_333232_10506_13194.wav,2.688,87314,ORD AGIUS KIAGI
IISc_VaaniProject_M_BR_Sitamarh_Chan32342_0230130000_BHSMHE_333375_13184_15872.wav,2.688,87314,ME NOT WHAT I THOUGHT OF MOTHING IN TE WIC
IISc_VaaniProject_M_BR_Sitamarh_Sumi19335_1504550000_BHSMFM_348958_12106_14794.wav,2.688,87314,OF LOCK I HI HOUSE SKA
IISc_VaaniProject_M_BR_Sitamarh_HEMK08245_1537160000_BHSMEC_348903_3712_6400.wav,2.688,87314,I SATILTE WITOURA LIAVO THE GISIDRON CAMRAK IS
IISc_VaaniProject_M_BR_Sitamarh_Sobh22988_0104430000_BHVSCYR_228359_11925_14613.wav,2.688,87314,OWHICH LOW WE HAVE YOU LAV A HEN
IISc_VaaniProject_M_BR_Sitamarh_Gaya31667_0334080000_TGNLSH_14968_3562_6250.wav,2.688,87314,ADME SSY SAN WOD SAID HAT UNBIDDEN COMMI
IISc_VaaniProject_M_WB_Kolkata_63809180_1200410000_CGBTCG_279898_394_3082.wav,2.688,87314,THE CONFERENCE WIT RU GICANI
IISc_VaaniProject_M_WB_Kolkata_51151158_0841400000_WBKKGT_253654_11424_14112.wav,2.688,87314,I'M BIDIN TO BODLED I JO I MARK ACKIN MY
IISc_VaaniProject_M_WB_Kolkata_90857136_1724210000_WBKKTR_285257_16021_18709.wav,2.688,87314,WON'T COUCH ER THE DECKER THAT SASE BUT SHE ORRA VORABIL
IISc_VaaniProject_M_WB_Kolkata_Amit41459_1542470000_KKHA_292433_9781_12469.wav,2.688,87314,AND TROBLED AND FOR THY GIF TO LE T
IISc_VaaniProject_S_WestBengal_Kolkata_57492_9386371_TGKTHP_160390_138_2826.wav,2.688,87314,PIHULO WICTI BARKET CHUVE
IISc_VaaniProject_M_WB_Kolkata_40934284_0653560000_WBKKUN_39825_181_2869.wav,2.688,87314,HE MILDED JUNE A NUMBER WEN JOYCE OF
IISc_VaaniProject_M_WB_Kolkata_Riya44079_1554590000_BHARBC_351991_16541_19229.wav,2.688,87314,EVON EG DON LOK YOU THE COLERT
IISc_VaaniProject_M_WB_Kolkata_90731173_0624340000_WBN24PFO_295558_3754_6442.wav,2.688,87314,OH NOW WHAT THEY DO IN THE MELL IE CALA
IISc_VaaniProject_M_WB_Kolkata_Mani35197_0858040000_BHECHCO_356613_1365_4053.wav,2.688,87314,AND A GENERAL GOATERS INY MI LINGO OR AR
IISc_VaaniProject_M_WB_Kolkata_31083139_2046440000_WBKKBC_262868_1024_3712.wav,2.688,87314,BUSTAR BONTEON DE MONEPORE CALLED IT
IISc_VaaniProject_M_WB_Kolkata_75374396_1736560000_WBKKST_254258_9450_12138.wav,2.688,87314,THING CHALLIEG OT I DONO LIKE WAT EBUE
IISc_VaaniProject_M_WB_Kolkata_Sudi03783_1516420000_WBKKOTHER_288564_6506_9194.wav,2.688,87314,LEKARCI HUNDED BARSON RAISY JEDIAN
IISc_VaaniProject_M_WB_Kolkata_48785463_1312050000_APVBC_142829_6986_9674.wav,2.688,87314,O DIWO OR A BIG GREET BAR CONIC CROPN
IISc_VaaniProject_M_WB_Kolkata_Tris94708_1517310000_CGBTFI_301849_298_2986.wav,2.688,87314,IF ANY ONE EQUALLY MANT DA HER TOO
IISc_VaaniProject_M_WB_Kolkata_Basu42429_1849390000_KKAC_252267_11370_14058.wav,2.688,87314,MONG SONDE DICHOTEER CHEER TEVILA PATORIS
IISc_VaaniProject_M_WB_Kolkata_90066998_0956510000_WBKKPL_275488_7029_9717.wav,2.688,87314,O BUT ABOUT THE WOLEN LIGHT THROUGHWICH AS I DID EGAR TORIT
IISc_VaaniProject_M_WB_Kolkata_80751462_0624370000_WBKKCG_263099_11882_14570.wav,2.688,87314,VON WAS I CODI ONI GON GUUPATEONI
IISc_VaaniProject_M_WB_Kolkata_Sudi03783_1451260000_BHGJMA_193278_6218_8906.wav,2.688,87314,DO INONDIN CHOMOSTODRO BADI
IISc_VaaniProject_M_WB_Kolkata_Khus09868_1418230000_APVCO_74599_4714_7402.wav,2.688,87314,ON E EMBARSHAL COUD YO DON YO THE CE TOA BININ
IISc_VaaniProject_M_WB_Kolkata_Aliv02782_0220310000_WBKKCH_254408_5646_8334.wav,2.688,87314,GICONI DECADETITED DURE
IISc_VaaniProject_M_WB_Kolkata_40934284_0806000000_UPVNEX_152315_5749_8437.wav,2.688,87314,AND DICANI CONO ONUGTAN
IISc_VaaniProject_M_WB_Kolkata_32347491_1619270000_WBKKZO_12748_16256_18944.wav,2.688,87314,D A CHAE LOTHER THAN A BAB POR OF A IML SIML
IISc_VaaniProject_M_WB_Kolkata_75374396_1715580000_BHGJAUR_4753_17280_19968.wav,2.688,87314,WITH AUTEGALVERFIN CELOD THE MACCOTOSABIHOOD
IISc_VaaniProject_M_WB_Kolkata_Shre43327_0248550000_KKSH_251656_8639_11327.wav,2.688,87314,E ON BATERTOVANECT TE LO TATYT IS HE
IISc_VaaniProject_M_WB_Kolkata_Gour72805_0524060000_WBKKAUR_254519_13237_15925.wav,2.688,87314,OGE SORDETY TATRIBLSHES
